directors,averageRating,meanofRatingNum,sumofRatingNum,primaryName,famous1_name,famous2_name,famous3_name
nm0688819,4.0,177,4430,Raymond Gayle,Electric Purgatory: The Fate of the Black Rocker,Jason's Lyric,The Chase
nm0688900,6.3,53,266,Roger Hawkins,The Legend of the Sky Kingdom,The Lion of Judah,The Perfect Wave
nm0688949,5.7,399,5192,Tahmineh Milani,The Unwanted Woman,Untaken Paths,The Fifth Reaction
nm0689185,2.6,153,459,Israel Luna,The Deadbeat Club,Ticked-Off Trannies with Knives,Is Anybody There?
nm0689187,5.7,6351,514482,Tom Zembrod,Just Believe,Ticked-Off Trannies with Knives,Knucklebones
nm0689278,5.8,15,60,Russ Emanuel,Occupants,The Legends of Nethiah,Chasing the Green
nm0689319,6.4,611,4890,A.D. Calvo,The Missing Girl,The Other Side of the Tracks,House of Dust
nm0689343,7.0,60351,784563,Russell Friedenberg,Wind Walkers,Among Ravens,Ibid
nm0689385,5.6,8247,329908,George P. Quigley,Junction 88,Murder with Music,Sarumba
nm0689392,6.7,7593,280967,Orestis Laskos,Daphnis and Chloe,Golfo-Girl of the Mountains,The Beauty from Peran
nm0689552,5.5,13,13,Edward Glass,Flicks,Girls Are for Loving,Rascal Dazzle
nm0689554,6.8,232,10011,Mia Goldman,My Big Fat Greek Wedding,Open Window,Silverado
nm0689565,4.0,1630,19569,Madison Monroe,Castle Eros,Zorrita: Passion's Avenger,Dangerous Pleasures
nm0689605,5.8,203,812,Olga Malea,O orgasmos tis ageladas,Risotto,First Time Godfather
nm0689789,3.4,450,9469,David Michael Latt,Jane White Is Sick & Twisted,King of the Lost World,Supercroc
nm0689838,5.5,218,11561,Tim Ritter,Twisted Illusions 2,Creep,Hi-8 (Horror Independent 8)
nm0689852,5.6,37447,2546443,Diego Luna,Y Tu Mamá También,Rogue One: A Star Wars Story,Open Range
nm0689874,6.0,435,2610,Sam Barrett,Dark Sister,No Through Road,Esoterica
nm0689962,5.7,37,187,Dav Kaufman,Mulligan,Herpers II,Herpers
nm0689983,6.7,597,22108,Pablo Esparza,Machete Kills,Machete,Unwanted
nm0690110,6.0,41,82,Robbie Bryan,iMurders,The Man from Earth,The Eyes
nm0690113,5.8,50,50,Joe Anderson,Albino Farm,Reunion,Nowheresville
nm0690143,6.9,217,2387,Ryan Curtis,Semi-Pro,Blackout,What Just Happened
nm0690390,6.2,139,139,George Camarda,Boys Don't Cry,Friends with Kids,What Just Happened
nm0690454,8.0,82,1320,Gregor Joackim,Surrogates,The Trouble with Lou,What Just Happened
nm0690532,6.0,359,29454,Robert Arevalo,The Barrio Murders,Mexican Bloodbath,Street Playerz
nm0690597,7.4,18436,1530239,Michael Amundsen,Midnight Run,Return with Honor: A Missionary Homecoming,The Price of the American Dream II
nm0690602,6.5,208,1042,Jeff Monahan,Bruiser,Lone Star,Corpsing
nm0690770,4.6,4260,72428,Matt Walsh,Horrors of War,Mascara Diablo,Deadtime Stories: Volume 2
nm0690794,6.8,5243,414198,Gouzalia Van Mater,Potcircle,Mascara Diablo,Dead End Falls
nm0690919,6.8,1945,11670,James Riffel,Black-Eyed Susan,Dead Dudes in the House,Mass of Angels
nm0690931,5.6,73,295,Sherman Price,Judy's Little No-No,Girl Fever,The 'Imp'probable Mr. Wee Gee
nm0690940,5.6,27,27,Ziggy Zigowitz Jr.,Sheer Panties,Rockin' with Seka or... Seka's Cruise,Pleasure Zone
nm0690952,5.7,31,317,Bob Quinn,Poitín,Lament for Arthur Leary,Budawanny
nm0691061,3.8,1021,230834,Miroslav Krobot,Wrong Side Up,Dom,Nowhere in Moravia
nm0691223,7.3,548,4384,Chris Buddy,War of the Worlds,The Devil Wears Prada,Birth
nm0691235,7.6,68,480,Bob Scott,Friday Night Lights,Cowboys & Aliens,Two for the Money
nm0691354,8.0,298,3883,Ahmed Ahmed,Iron Man,Executive Decision,You Don't Mess with the Zohan
nm0691436,6.8,83,249,Connor Wiles,Awesometown,The Do-Over,You Don't Mess with the Zohan
nm0691497,6.7,390,2344,Dave Campfield,Caesar and Otto's Deadly Xmas,Caesar and Otto's Summer Camp Massacre,Caesar and Otto
nm0691547,7.3,5160,278674,Nolan Ball,The Purge: Election Year,The Discovery,Celeste & Jesse Forever
nm0691555,6.7,51,570,Bryan Roberts,The Green Monster,Only Go There at Night,Road Hell
nm0691636,4.6,61,1851,David B. Sharp,The Arrival,Fortress,Sveener and the Shmiel
nm0691639,7.7,83,416,Shailja Gupta,Walkaway,Ra.One,Chennai Express
nm0691715,6.3,52,892,Rohit Shetty,Golmaal Again,Singham,Chennai Express
nm0691717,3.4,382,1146,Nagesh Kukunoor,Lakshmi,Iqbal,Rainbow
nm0691892,7.0,20,20,Augusto Tamayo San Román,Cuentos inmorales,Crossing a Shadow,The Good Bastard
nm0691935,7.0,7,7,Maclain Nelson,Little Women,The Saratov Approach,Dudes & Dragons
nm0692159,5.9,3551,113662,Julio Sosa Pietri,Los platos del diablo,La toma de la embajada,Aventurera
nm0692180,6.0,9,132,Young Man Kang,Kimchi Warrior 2D Feast of Fury,The Last Eve,Soap Girl
nm0692332,6.8,3838,42218,Jason Trost,FP2: Beats of Rage,All Superheroes Must Die,The FP
nm0692415,3.4,84,338,Carlos Gallardo,Planet Terror,El Mariachi,Desperado
nm0692475,4.4,33,300,David A. Armstrong,The Assassin's Code,Pawn,Saw II
nm0692483,4.3,6,6,Gabriel Friedman,Return to Return to Nuke 'Em High Aka Vol. 2,Citizen Toxie: The Toxic Avenger IV,All the Love You Cannes!
nm0692504,5.1,19,59,Isaach De Bankolé,Night on Earth,Casino Royale,Black Panther
nm0692538,6.4,21,86,André Freitas,Captain America: Civil War,Avengers: Infinity War,Zombieland
nm0692583,6.0,262,786,Crystle Roberson,Footloose,The Odd Life of Timothy Green,Zombieland
nm0692586,5.7,28,143,Michael Wendt,Take Shelter,The Last Witch Hunter,Captain America: The Winter Soldier
nm0692652,6.5,20,83,Krisztian Majdik,Insurgent,Avengers: Infinity War,Maze Runner: The Scorch Trials
nm0692725,6.0,186,744,Kevin Ford,Legs,American Chaos,The Bomb
nm0693023,5.3,67,402,Jean-Louis van Belle,À l'ombre d'un été,Perverse et docile,Les singes font la grimace
nm0693041,4.9,10,10,Robert Emenegger,Captive,Beyond the Universe,The Killings at Outpost Zeta
nm0693063,6.5,131,524,Allan Sandler,Escape from DS-3,Laboratory,Captive
nm0693092,6.8,79,1028,David Sullivan,Come Play with Me,Hellcat Mud Wrestlers,"Julchen und Jettchen, die verliebten Apothekerstöchter"
nm0693281,6.7,1617,410896,Carlos Reichenbach,Buccaneer Soul,Filme Demência,Lilian M.: Relatório Confidencial
nm0693398,5.8,129,24357,Mark Davis,Animal House,The Night Before,Spinning Into Butter
nm0693599,6.0,400,8808,Jeff Kirshbaum,No Strings Attached,The Dead One,Out in Fifty
nm0693625,6.9,567,3407,Rajiv Rai,Gupt: The Hidden Truth,Tridev,Mohra
nm0693648,6.5,1708,59809,Constance L. Hoy,Queens of Country,Battlecreek,Dead Man
nm0693795,7.2,26,26,Dominic Shiach,Apprentice to Murder,Dark Side,Taffin
nm0693798,5.9,7,7,David F. Walker,"Macked, Hammered, Slaughtered and Shafted",Damaged Goods,My Dinner with A.J.
nm0693799,5.7,15,15,Joseph Morder,La duchesse de Varsovie,L'arbre mort,El cantor
nm0693828,5.2,49,787,Patrick Horvath,Southbound,The Pact II,Entrance
nm0693903,5.8,1292,29724,Dallas Richard Hallam,The Pact II,The Hottie & the Nottie,Entrance
nm0693962,7.0,222,888,Nathan Bexton,2 Dudes and a Dream,Psycho Beach Party,The In Crowd
nm0694066,5.9,57,114,Robert A. Masciantonio,Cold Hearts,All Along,Neighbor
nm0694090,6.0,3468,346836,Charles Smith,Zeroes,All Along,Campus Code
nm0694137,2.8,189,756,Aleksandar Popovski,"Goodbye, 20th Century",The Peacemaker,Balkan Is Not Dead
nm0694249,4.6,11348,215612,Kipp Tribble,The Unwilling,Coffin,Char Man
nm0694346,6.8,5,5,Terry Tychon,The Unwilling,Iron Ridge,A Christmas Eve Miracle
nm0694640,6.0,7,7,Adam Sherman,Crazy Eyes,Wristcutters: A Love Story,Happiness Runs
nm0694771,7.5,15,15,Thomas Matthews,American Hustle,Lost Holiday,Joy
nm0694838,6.4,26,104,Mark Van Woert,Dead End,Sigma Die!,The Voices from Beyond
nm0694843,5.6,159,959,Dan Eberle,Prayer to a Vengeful God,Cut to Black,The Local
nm0694888,7.2,12,12,Per Anderson,Stanley Cuba,Cut to Black,Sole Proprietor
nm0694910,6.8,95,570,John Ainsworth,The One Eyed Soldiers,Murder at 3am,Hell Is Empty
nm0694946,5.5,942,28284,David McCormick,Chicken Run,The Pirates! Band of Misfits,The Curse of the Were-Rabbit
nm0694958,5.2,192,7490,Rodolfo Lopezreal,Anatomia de una violación,Ocho malditos,Starfighters
nm0694985,3.9,165,330,Juan Fernando Pérez Gavilán,El jardín de la paz,La revancha,¿Nos traicionará el presidente?
nm0695038,6.8,2120,19080,Danny Kuchuck,The First Man,Blue Vengeance,Cryptic
nm0695089,5.4,172,2067,Alexander Dorsey,To Gillian on Her 37th Birthday,Galaxis,Killing Midnight
nm0695160,5.5,20,20,Will Conroy,To Gillian on Her 37th Birthday,Catalina Trust,Transsiberian
nm0695162,6.1,134,3097,Darren Moloney,Andromina: The Pleasure Planet,Carnosaur,Roads to Riches
nm0695170,6.8,31,31,Ahmad Reza Mo'tamedi,Alzheimer,The Ugly and the Beautiful,The Insane Flew Away
nm0695171,6.6,17,17,Akarsh Khurana,Krrish,Krrish 3,Kites
nm0695175,5.7,34,451,Kangana Ranaut,Tanu Weds Manu,Krrish 3,Tanu Weds Manu Returns
nm0695177,7.2,184,1290,Marjorie Chodorov,El rey de rock 'n' roll,The Giver,Fantastic Four
nm0695196,5.9,416,1667,Jason Grant Smith,The Day the Earth Stood Still,Deadpool,Fantastic Four
nm0695264,7.0,45,1189,Tom Townsend,Terminator Salvation,National Treasure: Book of Secrets,Transformers: Revenge of the Fallen
nm0695269,6.4,406,3254,Derek Anderson,Terminator Salvation,A Beautiful Now,In God We Trust
nm0695604,7.1,94,1702,Brock LaBorde,Everything Is Everything,Glory Road,Failure to Launch
nm0695712,3.5,13,26,Pat DiNizio,I Now Pronounce You Chuck & Larry,Romy and Michele's High School Reunion,Backdraft
nm0695843,6.1,37,74,Joe Eckardt,Other Plans,Champion,Pizza Man
nm0695937,6.9,7490,4614262,Dale Berry,The Hot Bed,Passion in the Sun,Hot Blooded Woman
nm0696171,3.5,1488,2976,Guy Lee Thys,The Pencil Murders,Suspect,Kassablanka
nm0696247,7.4,7675,2026275,Larry Stanley,Grey Agenda,Decisions,An Innocent Hell
nm0696248,6.7,7,7,W. Scott Peake,I'm Watching You,Permanent Vacation,St George's Day
nm0696963,5.8,33,169,Sticky Fingaz,Next Friday,Flight of the Phoenix,A Day in the Life
nm0697069,7.8,11,11,Nick G. Miller,Chronicles of an Exorcism,Catch of a Lifetime,Wind Walkers
nm0697140,6.8,3898,38980,Kerry Valderrama,Sanitarium,Garrison,Monsters
nm0697152,4.9,10,41,Pouran Derakhshandeh,Little Bird of Happiness,Under the Smoky Roof,Hiss Dokhtarha Faryad Nemizanand
nm0697195,5.9,359,9343,Phillip Sebal,The Monster Project,"Dig That, Zeebo Newton",Dead List
nm0697454,7.4,25,25,Ivan Asen,Maleficent,Ender's Game,Into the Storm
nm0697637,5.7,261,783,Thomas Callicoat,Sci-Fighter,Edge of Tomorrow,Into the Storm
nm0697656,7.2,19129,765184,Wayne Coyne,"Crazy, Stupid, Love.",Ender's Game,The Heartbreak Kid
nm0697660,6.6,683,10248,Steve Franke,Adventures of Bailey: The Lost Puppy,Adventures of Bailey: A Night in Cowtown,Serum
nm0697662,3.0,9,9,Dave Sapp,Brigham City,Propensity,The Haunting of Marsten Manor
nm0697761,6.2,9,9,Michael Buster,Brigham City,Out of Step,Saints and Soldiers
nm0697821,5.9,21,63,Rumi Jaffery,Mujhe Kucch Kehna Hai,Bade Miyan Chote Miyan,God Tussi Great Ho
nm0697895,5.1,194,1556,Douglas A. Raine,From a Place of Darkness,Lucky U Ranch,Blind Sided
nm0697934,6.4,9375,121882,Doug Sebastian,Grandma's Blessings,Spook Bridge,"And, There You Are"
nm0698184,6.6,4072,517191,Matthew Joseph Adams,The Princess and the Frog,WALL·E,High School Musical 3: Senior Year
nm0698187,6.5,86,259,Kenji Tanigaki,Mortal Kombat: Annihilation,Dragon,Blade II
nm0698241,4.8,6,12,Matt Schulze,The Transporter,Blade,Blade II
nm0698283,6.2,4343,138998,Greg Runnels,The Last Alleycat,Youthanasia,Blade II
nm0698493,6.1,21128,443688,Ethan Black,Cell Count,Uploaded,Sanctioned to Die
nm0698591,3.9,36,36,Vincent Prezioso,I Believe in America,I'll Always Be Anthony,Lost Revolution
nm0698616,5.8,217,1088,Lee Bennett Sobel,Hotties,Rockabilly Vampire,UFO Fever
nm0698661,6.8,46,1019,McKay Daines,Heber Holiday,The Dance,Age of the Dragons
nm0698742,7.1,878,37776,Ed Stabile,Plainsong,Hackers,The Fisher King
nm0698757,5.5,61,681,Emilio Roso,Day of Redemption,Joshua Tree,Tumbleweed: A True Story
nm0698779,5.4,497,66139,Jenna Mattison,The Sound,Fish Without a Bicycle,For the Love of Money
nm0698839,6.9,393,35778,Ataru Oikawa,When They Cry: Reshuffle,Lovers' Kiss,Apartment 1303
nm0698913,7.9,7,7,Shaad Ali,Bunty Aur Babli,Jhoom Barabar Jhoom,Raavan
nm0698964,5.1,81,81,Zack Parker,Inexchange,Quench,Scalene
nm0699039,7.5,38,342,Peter Mimi,Karmouz War,El-Haram el-Rabe,El-Qird Beyitkallem
nm0699047,5.3,594,1188,Andy Palmer,Find Me,The Funhouse Massacre,Badlands of Kain
nm0699095,6.9,2520,133601,Aman Chang,Fist Power,Hua gu long yu qian nian chong,Body Weapon
nm0699122,7.2,6,6,Price Hall,Mississippi Murder,Being Rose,Dancing in Twilight
nm0699315,4.6,131,655,Robert Oppel,The Reader,One for the Money,Never Down
nm0699353,5.9,48,48,Geff Zamor,Ladder 49,The Aviator,10 Items or Less
nm0699475,6.0,54,325,Charles Evans Jr.,Addiction Incorporated,The Aviator,Monkey Shines
nm0699675,6.6,221,2657,Brian McNamara,I Know Who Killed Me,Arachnophobia,Short Circuit
nm0699693,6.4,443,55000,Guddu Dhanoa,The Lion of Punjab,Aflatoon,Big Brother
nm0699750,6.3,48,3636,Vijay Krishna Acharya,Dhoom 2,Dhoom,Dhoom 3
nm0699802,5.0,7,14,Eugene Baldovino,Complicity,Minty: The Assassin,Treasure Raiders
nm0699877,7.2,752,88815,Ali Atshani,1st Born,Paradise,Katyusha
nm0699932,6.7,6321,316067,Edwin Avaness,1st Born,Damn Foreigners,The Journey
nm0699933,7.3,4202,105073,Dan Brownlie,Die Gest: Flesh Eater,Grindsploitation,Three's a Shroud
nm0699962,5.9,396,3565,Caleb Emerson,Die You Zombie Bastards!,Grindsploitation,Frankie in Blunderland
nm0700168,6.8,37,74,Matthew Gargano,Green Street 3: Never Back Down,4:00am,Self Induced Nightmares
nm0700217,7.3,410,15177,Mohammad Hadi Karimi,The Human Comedy,Adamkosh,Annunciation to a Third Milennium Citizen
nm0700269,3.5,64,193,Barak Epstein,Boys Don't Cry,Blood on the Highway,Prison-A-Go-Go!
nm0700293,5.2,170,341,Ben Loggins,Boys Don't Cry,Selena,Miss Congeniality
nm0700355,6.0,47,141,Amy Maner,Spy Kids,Predators,Miss Congeniality
nm0700386,7.6,18,283,Raymond Steers,211,Recovery,Immunity
nm0700500,5.9,36,36,Taka Arai,Shadow Fury,Face,Nicodemus
nm0700532,6.7,6,6,Jon Cope,Shadow Fury,Uh Oh!,The First Time
nm0700578,6.7,283,1983,Les Lanphere,The Smurfs,The Girl with the Dragon Tattoo,Epic
nm0700582,7.1,16,128,Stanley Yung,The Unbidden,2 Bedroom 1 Bath,#1 Serial Killer
nm0700732,8.2,18,18,Jason Yee,The Unbidden,Dark Assassin,The Girl from the Naked Eye
nm0700803,4.2,1366,6830,Ivan Hurzeler,Acid Horizon,Sling Blade,Wet Hot American Summer
nm0700872,6.0,2006,102330,Luis García,Battle of the Bulge,The Magnificent Tony Carrera,That Man in Istanbul
nm0700880,5.4,84,84,Elio Scardamaglia,The Murder Clinic,Colossus of the Arena,Goliath and the Sins of Babylon
nm0701037,5.4,434,2606,Giovanni Scolaro,The Vengeance of Ursus,Il trionfo di Maciste,From the Orient with Fury
nm0701050,5.9,39,399,Emilio Miraglia,"Shoot Joe, and Shoot Again",The Night Evelyn Came Out of the Grave,Assassination
nm0701285,6.7,59,655,Robert G. Carlisle,Sweet Smell of Success,Curse of the Faceless Man,Sofi
nm0701576,6.9,193,22967,Luciano Sacripanti,Ashanti,Krull,Ladyhawke
nm0701650,7.1,5122,256144,Oreste Pellini,The Last Savage,Africa Uncensored,Secret Africa
nm0701691,6.3,25,51,Brent Owens,Juice,New Jack City,Malcolm X
nm0701773,4.6,81,13566,Lonette McKee,Brewster's Millions,Men of Honor,Malcolm X
nm0701789,5.6,203,1421,Sonia Gonzalez-Martinez,The Devil's Own,Man on the Moon,Malcolm X
nm0701801,3.6,29,147,Arthur Jafa,Daughters of the Dust,Eyes Wide Shut,Malcolm X
nm0701821,6.8,843,11812,Aspi Irani,Shabnam,Badal,Garam Masala
nm0701914,5.9,17,17,Rodolfo de Anda,El macho bionico,Mil millas al sur,Abriendo fuego
nm0701928,5.4,14,208,Susan Sontag,Zelig,Duet for Cannibals,Letter from Venice
nm0701936,5.0,25,206,Blair Underwood,Rules of Engagement,Deep Impact,Gattaca
nm0701966,4.2,8,8,Mino Giarda,Web of Violence,Superargo contro Diabolikus,Per amore
nm0702028,3.8,261,4712,Mikel Angel,The Candy Tangerine Man,The Love Butcher,Psychic Killer
nm0702148,7.0,352,10215,Ciccio Ingrassia,Todo modo,La Bohème,Amarcord
nm0702297,7.2,94,189,Jimmy Shaw,The Fearless Young Boxer,Huang se sha shou,The Rendevous of Warriors
nm0702330,6.4,19,99,Giuliano Petrelli,Liberty,Eyes Behind the Wall,La Cecilia
nm0702410,5.3,53,479,Miguel Picazo,Aunt Tula,Extramuros,Oscuros sueños de agosto
nm0702429,6.0,524,67197,Tony Brandt,The Godfather: Part II,"Duck, You Sucker",The Godfather
nm0702440,5.0,10,54,Sreenu Vaitla,King,Ready,Dubai Seenu
nm0702522,6.5,715,14308,Clay Moffatt,Pocketman and Cargoboy,The October Flowers,Silver Woods
nm0702554,4.9,44,441,Nigel Bach,The Crescent Moon Clown,Steelmanville Road,Badder Ben: The Final Chapter
nm0702600,5.3,983,983,Boyapati Srinu,Legend,Simha,Dhammu
nm0702680,5.5,143,1862,Georgi Gitis,Priklyucheniya Alyonushki i Yeryomy,Sindbad. Piraty semi shtormov,Ku! Kin-dza-dza
nm0702741,7.6,5,5,David Cherkasskiy,Return to Treasure Island,Makarony Smerti ili Oshibka Professora Bugensberga,Treasure Island Part II: Captain Flint's Treasure
nm0702797,5.8,55816,4521129,Vinayak V.V.,Adhurs,Aadi,Chenna Kesava Reddy
nm0702937,3.6,22,132,Keith Parker,Disaster Wars: Earthquake vs. Tsunami,Captain Battle: Legacy War,Predator World
nm0703228,5.0,275,4689,David S. Sterling,Disaster Wars: Earthquake vs. Tsunami,Predator World,Battle Bots
nm0703243,6.6,20,20,Jason Pollock,The Youngest Candidate,Fahrenheit 9/11,Stranger Fruit
nm0703262,7.1,9,9,Dan Kay,Pay the Ghost,Timber Falls,Way Off Broadway
nm0703361,6.3,403,6057,Rob Fitz,Surrogates,R.I.P.D.,The Perfect Storm
nm0703367,5.8,17,51,John Silva,A/V,Simple Creature,Koinonia
nm0703388,6.5,13,27,Yilmaz Erdogan,The Butterfly's Dream,Once Upon a Time in Anatolia,Vizontele
nm0703498,5.4,33,66,Aisha Tyler,Death Sentence,Bedtime Stories,Axis
nm0703559,6.7,20,1175,Deborah Del Prete,Ender's Game,Mean Creek,Green Street Hooligans
nm0703635,7.4,117,117,Harold Cronk,God's Not Dead,The Adventures of Mickey Matson and the Copperhead Treasure,Jerusalem Countdown
nm0703775,6.5,27,166,Anthony Leonardi III,Insurgent,Kong: Skull Island,A Cure for Wellness
nm0703850,7.6,14,118,Anna Matison,Pushkin Hills,Mlechnyy put,Satisfaktsiya
nm0703954,7.0,1362,17717,Jamie Adams,Black Mountain Poets,Wild Honey Pie,Alright Now
nm0704044,7.6,14,28,Emilio Vieyra,Comandos azules,Los irrompibles,The Curious Dr. Humpp
nm0704164,6.1,41435,1077310,Tom Vaughan,Winchester,Unstoppable,Playing House
nm0704198,2.2,851,11063,Kieran Fitzgerald,Snowden,The Three Burials of Melquiades Estrada,The Homesman
nm0704289,7.1,77,1239,Michael Cain,Indecent Behavior,TV Junkie,Hungry for You
nm0704322,4.5,134,402,Gregory Hatanaka,Caged Beauty,Mad Cowgirl,Blue Dream
nm0704434,3.2,515,3091,Ryan Callaway,Where Demons Dwell: The Girl in the Cornfield 2,Let's Not Meet,The Girl in the Cornfield
nm0704479,6.3,21,239,David Lai,The Transporter,Lonely Fifteen,DOA: Dead or Alive
nm0704517,4.9,366,1464,Jason Mills,They Came from the Attic,Alone We Are Not,3 Hours till Dead
nm0704624,4.7,113,339,Matthew Ogens,Go North,Home + Away,Confessions of a Superhero
nm0704629,7.3,16,16,Adam Ripp,Gambit,Everly,Devil's Whisper
nm0704664,7.1,4215,164407,Blake Reigle,The Longest Yard,Beneath the Surface,One of Us
nm0704675,5.3,7325,43950,Kyle Romanek,Astray,Arg Stairs,The Biggest Little Farm
nm0704694,7.5,1733,3466,David Moscow,Big,Newsies,Honey
nm0704841,5.9,22,6754,Pawl Bazile,Big,Vaaranam Aayiram,Living the American Nightmare
nm0704991,5.0,19,250,Gautham Menon,Ye Maaya Chesave,Vaaranam Aayiram,Vinnaithaandi Varuvaayaa
nm0705444,6.8,1035,72493,Zeke Pinheiro,Fun Size Horror: Volume One,The Price,Fun Size Horror: Volume Two
nm0705446,6.5,50,353,Mark Harris,Black Coffee,I Used to Love Her,Black Butterfly
nm0705497,7.8,304,7309,Matt Beurois,Hardcore Henry,Iron Sky The Coming Race,The Barn
nm0705535,6.8,21509,3871792,Sharif Arafah,Halim,The Cousins,18 Days
nm0705576,7.3,126,882,Ted Alderman,Dawn of the Planet of the Apes,Hot Pursuit,The Neighbor
nm0705649,6.9,240,4569,Curtis Graham,The Glass Window,Oloibiri,The Investigator
nm0705655,6.9,342,4794,Mohit Suri,Crook: It's Good to Be Bad,Ek Villain,Kalyug
nm0705757,4.8,22,90,Brad Baruh,The Purge,John Dies at the End,Insidious: Chapter 2
nm0705764,6.9,136,1779,Pavel Khvaleev,Random,III: The Ritual,Involution
nm0705813,7.5,832,14152,Archie Borders,Pleased to Meet Me,Paper Cut,Assisted Living
nm0705823,7.1,251,754,Libero De Rienzo,Santa Maradona,Fort Apache Napoli,Sangue: La morte non esiste
nm0705901,8.3,28,56,Sriwass,Lakshyam,Saakshyam,Rama Rama Krishna Krishna
nm0705929,4.6,78,236,Tim Sutton,Dark Night,Donnybrook,Memphis
nm0706010,6.7,232,465,Richard LeMay,Naked As We Came,Blood Bound,Dementia 13
nm0706173,6.2,30,456,Carlo Padial,Mi loco Erasmus,A Monster Calls,Taller Capuchoc
nm0706268,7.3,2253,22530,Veronica Ngo,Star Wars: Episode VIII - The Last Jedi,"Crouching Tiger, Hidden Dragon: Sword of Destiny",The Tailor
nm0706274,7.7,3610,21660,Brandon Dickerson,Amanda & Jack Go Glamping,A Single Frame,Sironia
nm0706296,5.5,4311,732913,Mo Asumang,Suck My Dick,Roots Germania,The Ghost Writer
nm0706311,5.5,672,7396,Kuno Becker,Goal II: Living the Dream,"Lucía, Lucía",Goal! The Dream Begins
nm0706342,6.9,49,246,Guillermo Von Son,The Three Burials of Melquiades Estrada,"Lucía, Lucía",Ofrenda desnuda
nm0706422,6.9,222,3339,Gregory Lamberson,Killer Rack,Slime City,Dry Bones
nm0706478,7.6,7,14,Calum Waddell,Eaten Alive! The Rise and Fall of the Italian Cannibal Film,Scream Queens: Horror Heroines Exposed,42nd Street Memories: The Rise and Fall of America's Most Notorious Street
nm0706484,6.6,222,24429,Stewart Yost,Vile,In the Void,My Good Man's Gone
nm0706485,5.8,787,11023,Svetlana Cvetko,Red Army,Inside Job,Deadly Switch
